Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
50876162,06/14/2021 10:16:00 AM,06/14/2021 11:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10023,3 WEST   71 STREET,WEST   71 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,06/14/2021 11:10:00 AM,07 MANHATTAN,MANHATTAN,990720,221856,Unspecified,MANHATTAN,,,,,,,,40.775617409727,-73.97663975887741,"(40.775617409727, -73.97663975887741)"
45362976,01/11/2020 11:38:00 AM,01/21/2020 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,315 WEST   78 STREET,WEST   78 STREET,WEST END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,01/21/2020 12:00:00 PM,07 MANHATTAN,MANHATTAN,989240,224839,Unspecified,MANHATTAN,,,,,,,,40.78380591527252,-73.98198115327446,"(40.78380591527252, -73.98198115327446)"
45706986,02/27/2020 05:17:00 PM,02/27/2020 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,305 8 AVENUE,8 AVENUE,W 25 ST,W 26 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/27/2020 08:00:00 PM,04 MANHATTAN,MANHATTAN,984962,211343,Unspecified,MANHATTAN,,,,,,,,40.74676426378986,-73.99743040371115,"(40.74676426378986, -73.99743040371115)"
42756256,05/23/2019 04:54:00 PM,05/24/2019 01:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,CHRYSTIE STREET,DELANCEY STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,05/24/2019 01:45:00 AM,03 MANHATTAN,MANHATTAN,986219,201582,Unspecified,MANHATTAN,,,,,,,,40.71997252866537,-73.99289676796991,"(40.71997252866537, -73.99289676796991)"
45761135,03/05/2020 01:47:00 AM,03/05/2020 07:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,,,,,WEST  179 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/05/2020 07:05:00 AM,12 MANHATTAN,MANHATTAN,1001660,248575,Unspecified,MANHATTAN,,,,,,,,40.84893882297593,-73.93707107740241,"(40.84893882297593, -73.93707107740241)"
46128314,05/04/2020 02:35:00 PM,05/05/2020 08:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST  110 STREET,3 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",05/05/2020 08:55:00 AM,11 MANHATTAN,MANHATTAN,1000085,228606,Unspecified,MANHATTAN,,,,,,,,40.79413254061432,-73.94281107901583,"(40.79413254061432, -73.94281107901583)"
19241830,12/01/2010 12:00:00 AM,12/02/2010 12:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10034,,,SEAMAN AVE,RIVERSIDE DR,SEAMAN AVENUE,RIVERSIDE DRIVE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/02/2010 12:05:00 PM,12 MANHATTAN,MANHATTAN,1004037,254659,Unspecified,MANHATTAN,,,,,,,,40.865632569122184,-73.92846138992955,"(40.865632569122184, -73.92846138992955)"
46807619,07/09/2020 05:20:00 PM,07/23/2020 08:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,WEST  140 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,07/23/2020 08:30:00 AM,09 MANHATTAN,MANHATTAN,997324,239218,Unspecified,MANHATTAN,,,,,,,,40.82326405406118,-73.95276190334795,"(40.82326405406118, -73.95276190334795)"
46811622,07/10/2020 03:28:00 PM,07/10/2020 03:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,DELANCEY ST NORTH,MANGIN STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",07/10/2020 03:40:00 PM,03 MANHATTAN,MANHATTAN,990515,199833,Unspecified,MANHATTAN,,,,,,,,40.71516994430414,-73.97740043546169,"(40.71516994430414, -73.97740043546169)"
46819402,07/10/2020 03:52:00 PM,07/10/2020 07:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,MANGIN STREET,DELANCEY STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",07/10/2020 07:05:00 PM,03 MANHATTAN,MANHATTAN,990515,199833,Unspecified,MANHATTAN,,,,,,,,40.71516994430414,-73.97740043546169,"(40.71516994430414, -73.97740043546169)"
46822382,07/11/2020 10:22:00 AM,07/11/2020 02:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10027,,,,,8 AVENUE,WEST  131 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,07/11/2020 02:00:00 PM,10 MANHATTAN,MANHATTAN,998528,235821,Unspecified,MANHATTAN,,,,,,,,40.81393838213159,-73.9484189199214,"(40.81393838213159, -73.9484189199214)"
46825140,07/11/2020 07:50:00 PM,07/16/2020 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,,,,,BENNETT AVENUE,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",07/16/2020 12:00:00 PM,12 MANHATTAN,MANHATTAN,1003250,252361,Unspecified,MANHATTAN,,,,,,,,40.85932698382485,-73.93131325067326,"(40.85932698382485, -73.93131325067326)"
46942948,07/22/2020 10:09:00 PM,07/23/2020 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,,,,,PARK ROW,FRANKFORT STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",07/23/2020 09:15:00 AM,01 MANHATTAN,MANHATTAN,982793,198677,Unspecified,MANHATTAN,,,,,,,,40.711999098304446,-74.00525554649693,"(40.711999098304446, -74.00525554649693)"
46959262,07/23/2020 11:45:00 AM,07/25/2020 12:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,,,,,8 AVENUE,WEST   47 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,07/25/2020 12:05:00 PM,04 MANHATTAN,MANHATTAN,987720,216313,Unspecified,MANHATTAN,,,,,,,,40.76040500039782,-73.98747426235285,"(40.76040500039782, -73.98747426235285)"
47076271,08/03/2020 10:37:00 PM,08/04/2020 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,,,,,EAST   25 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",08/04/2020 01:15:00 PM,05 MANHATTAN,MANHATTAN,988736,209167,Unspecified,MANHATTAN,,,,,,,,40.7407905784571,-73.98381155127129,"(40.7407905784571, -73.98381155127129)"
47092558,08/04/2020 02:27:00 PM,08/04/2020 02:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,EAST  138 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",08/04/2020 02:35:00 PM,11 MANHATTAN,MANHATTAN,1002289,235866,Unspecified,MANHATTAN,,,,,,,,40.8140550153757,-73.93483171548912,"(40.8140550153757, -73.93483171548912)"
47216665,08/12/2020 04:39:00 PM,08/03/2020 09:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,,,,,5 AVENUE,EAST  112 STREET,INTERSECTION,NEW YORK,,,Pending,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,08/03/2020 09:20:00 AM,10 MANHATTAN,MANHATTAN,998561,230061,Unspecified,MANHATTAN,,,,,,,,40.79812871955371,-73.94831198176799,"(40.79812871955371, -73.94831198176799)"
47221231,08/12/2020 05:43:00 PM,08/12/2020 07:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST  107 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,08/12/2020 07:40:00 PM,11 MANHATTAN,MANHATTAN,998815,228410,Unspecified,MANHATTAN,,,,,,,,40.79359675820053,-73.94739817357912,"(40.79359675820053, -73.94739817357912)"
47363818,08/25/2020 08:13:00 PM,08/26/2020 02:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,,,,,RIVERSIDE DRIVE,WEST  165 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",08/26/2020 02:15:00 AM,12 MANHATTAN,MANHATTAN,999557,245700,Unspecified,MANHATTAN,,,,,,,,40.841051689545516,-73.9446789892306,"(40.841051689545516, -73.9446789892306)"
47574088,09/15/2020 11:27:00 AM,09/15/2020 12:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,,,,,WEST   79 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",09/15/2020 12:00:00 PM,07 MANHATTAN,MANHATTAN,989792,224853,Unspecified,MANHATTAN,,,,,,,,40.78384401265165,-73.97998787457806,"(40.78384401265165, -73.97998787457806)"
48116548,11/10/2020 12:07:00 PM,11/10/2020 02:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,,,,,BROADWAY,WEST  187 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,11/10/2020 02:10:00 PM,12 MANHATTAN,MANHATTAN,1002590,250481,Unspecified,MANHATTAN,,,,,,,,40.85416834340433,-73.93370435416593,"(40.85416834340433, -73.93370435416593)"
48228637,11/23/2020 08:22:00 AM,11/23/2020 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,,,,,MORNINGSIDE AVENUE,WEST  114 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/23/2020 10:00:00 AM,10 MANHATTAN,MANHATTAN,995821,232160,Unspecified,MANHATTAN,,,,,,,,40.80389391262466,-73.95820460844894,"(40.80389391262466, -73.95820460844894)"
48256016,11/26/2020 02:36:00 PM,11/26/2020 03:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,EAST  138 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,11/26/2020 03:15:00 PM,11 MANHATTAN,MANHATTAN,1002289,235866,Unspecified,MANHATTAN,,,,,,,,40.8140550153757,-73.93483171548912,"(40.8140550153757, -73.93483171548912)"
48284176,11/30/2020 02:09:00 PM,11/30/2020 02:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,EAST  138 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,11/30/2020 02:55:00 PM,11 MANHATTAN,MANHATTAN,1002289,235866,Unspecified,MANHATTAN,,,,,,,,40.8140550153757,-73.93483171548912,"(40.8140550153757, -73.93483171548912)"
48287613,11/30/2020 01:02:00 PM,11/30/2020 02:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST   77 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/30/2020 02:15:00 PM,08 MANHATTAN,MANHATTAN,995369,221138,Unspecified,MANHATTAN,,,,,,,,40.77364206279381,-73.9598555143181,"(40.77364206279381, -73.9598555143181)"
48288694,11/30/2020 11:38:00 AM,11/30/2020 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,EAST  135 STREET,5 AVENUE,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,11/30/2020 01:30:00 PM,10 MANHATTAN,MANHATTAN,1001518,235386,Unspecified,MANHATTAN,,,,,,,,40.81273909030806,-73.93761828937666,"(40.81273909030806, -73.93761828937666)"
48290950,11/30/2020 11:50:00 AM,11/30/2020 12:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,,,,,EAST  111 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",11/30/2020 12:25:00 PM,11 MANHATTAN,MANHATTAN,999324,229327,Unspecified,MANHATTAN,,,,,,,,40.796112820775576,-73.94555785076952,"(40.796112820775576, -73.94555785076952)"
48334117,12/05/2020 03:38:00 PM,12/05/2020 03:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,,,,,FDR DRIVE,YORK AVENUE,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/05/2020 03:50:00 PM,08 MANHATTAN,MANHATTAN,999705,223503,Unspecified,MANHATTAN,,,,,,,,40.78012684639865,-73.94419520915616,"(40.78012684639865, -73.94419520915616)"
48430420,12/16/2020 10:16:00 AM,12/16/2020 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,,,2 AVENUE,EAST   34 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",12/16/2020 11:30:00 AM,06 MANHATTAN,MANHATTAN,990933,210621,Unspecified,MANHATTAN,,,,,,,,40.74478005822341,-73.9758818809488,"(40.74478005822341, -73.9758818809488)"
